jumlah_dosen,univ_name
13,Akademi Kebidanan Rangga Husada Prabumulih
11,Akademi Kebidanan Pondok Pesantren Assanadiyah
26,Akademi Kesehatan Yayasan Sapta Bakti Bengkulu
9,Akademi Keperawatan Sapta Karya
4,Akademi Kebidanan Sapta Karya
2,Akademi Kebidanan Nadira
14,Akademi Kebidanan Budi Mulia Prabumulih
3,Akademi Keperawatan Pangkalpinang
0,AMIK Dian Cipta Cendikia Pringsewu
25,Akademi Keperawatan Kesdam II Sriwijaya
0,Akademi Keperawatan Aisyiyah Palembang
6,Akademi Kebidanan Agung Husada
10,AKAFARMA Putra Indonesia Lampung
8,Akademi Keperawatan Al Ma Arif
4,Akademi Keperawatan Pembina
8,Akademi Kebidanan Medica Bakti Nusantara
0,Akademi Akuntansi Al Fatah
0,Politeknik Manufaktur Timah
21,Politeknik Anika Palembang
27,Politeknik Darusalam 
9,Politeknik YPPB Belitang
32,Politeknik Raflesia
28,Politeknik Gajah Sakti
8,Politeknik Muara Dua
20,Politeknik Palcomtech
31,Politeknik Akamigas Palembang
24,Politeknik Sekayu
1,Politeknik Darma Ganesha
0,Akademi Komunitas Palembang
0,Akademi Komunitas Dharma Bhakti Bangka
58,Universitas Ibnu Chaldun
79,Universitas Islam Jakarta
51,Universitas Jakarta
143,Universitas Jayabaya
464,Universitas Katolik Indonesia Atma Jaya
211,Universitas Krisnadwipayana
291,Universitas Kristen Indonesia
159,Universitas Kristen Krida Wacana
532,Universitas Muhammadiyah Jakarta
313,Universitas Nasional
397,Universitas Pancasila
195,Universitas Prof Dr Moestopo (Beragama)
499,Universitas Tarumanagara
869,Universitas Trisakti
148,Universitas 17 Agustus 1945 Jakarta
142,Universitas Borobudur
1042,Universitas Mercu Buana
327,Universitas Persada Indonesia Yai
163,Universitas Islam As-syafiiyah
11,Universitas Wiraswasta Indonesia
130,Universitas Darma Persada
112,Universitas Mpu Tantular
97,Universitas Satya Negara Indonesia
213,Universitas Yarsi
124,Universitas Respati Indonesia
45,Universitas Surapati
130,Universitas Sahid
146,Universitas Satyagama
110,Universitas Islam Attahiriyah
431,Universitas Esa Unggul
631,Universitas Pelita Harapan
0,Universitas Pembangunan Nasional Veteran Jakarta
267,Universitas Bhayangkara Jakarta Raya
1355,Universitas Gunadarma
1259,Universitas Bina Nusantara
509,Universitas Muhammadiyah Prof Dr Hamka
109,Universitas Azzahra
91,Universitas Paramadina
161,Universitas Bung Karno
88,Universitas Dirgantara Marsekal Suryadarma
135,Universitas Al-azhar Indonesia
457,Universitas Budi Luhur
34,Universitas Kejuangan 45 Jakarta
222,Universitas Bunda Mulia
961,Universitas Indraprasta PGRI
179,Universitas Tama Jagakarsa
221,Universitas Multimedia Nusantara
45,Universitas Timbul Nusantara
91,Universitas Bakrie
53,Universitas Tanri Abeng
107,Universitas Trilogi
61,Universitas Sampoerna
80,Universitas Agung Podomoro
168,Universitas Mohammad Husni Thamrin Jakarta
54,Universitas Matana
48,Universitas Nahdlatul Ulama Indonesia
95,Universitas Pertamina
144,Universitas Prasetiya Mulya
110,Institut Kesenian Jakarta - LPKJ
179,Institut Sains Dan Teknologi Nasional
77,Institut Ilmu Sosial Dan Ilmu Politik Jakarta
100,Institut Teknologi Indonesia
65,Institut Teknologi Budi Utomo
68,Institut Sains Dan Teknologi Al-Kamal
102,Institut Bisnis Dan Informatika Kwik Kian Gie
201,Institut Keu Perbankan Dan Inf Asia Perbanas
84,Institut Bisnis Nusantara
88,Institut Teknologi dan Bisnis Kalbis
56,Institut Bisnis dan Multimedia Asmi Jakarta
56,Institut Bisnis dan Informatika (IBI) Kosgoro 1957
62,Institut Bio Scientia Internasional Indonesia
227,Institut Ilmu Sosial dan Manajemen STIAMI
0,Institut Kesehatan Indonesia
15,Institut Sains dan Teknologi Pradita
29,Sekolah Tinggi Filsafat Driyarkara
27,STISIP Widuri
37,Sekolah Tinggi Teknologi Jakarta
16,Sekolah Tinggi Filsafat Theologi Jakarta
11,STKIP Purnama
142,Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta
166,STKIP Kusumanegara
30,Sekolah Tinggi Ilmu Ekonomi Swadaya
0,Sekolah Tinggi Ilmu Ekonomi Perbanas
0,Sekolah Tinggi Ilmu Administrasi Yapann
50,STMIK Jakarta Sti&k
61,Sekolah Tinggi Ilmu Ekonomi YAI
0,Sekolah Tinggi Ilmu Ekonomi Kampus Ungu
7,Sekolah Tinggi Ilmu Administrasi YPIAMI
153,Sekolah Tinggi Manajemen Transportasi Trisakti
42,STMIK Indonesia Jakarta
62,Sekolah Tinggi Ilmu Ekonomi Kusuma Negara
15,STMIK Kuwera
0,Sekolah Tinggi Ilmu Ekonomi dan Keuangan dan Perbankan
0,Sekolah Tinggi Ilmu Administrasi Mandala Indonesia
38,Sekolah Tinggi Ilmu Ekonomi Bhakti Pembangunan
21,Sekolah Tinggi Ilmu Ekonomi Tri Dharma Widya
1,Sekolah Tinggi Keuangan Niaga & Negara Pembangunan
9,Sekolah Tinggi Ilmu Ekonomi Nasional Indonesia
6,Sekolah Tinggi Teknologi Indonesia
0,Sekolah Tinggi Manajemen Industri Indonesia
0,Sekolah Tinggi Teknologi Kelautan Hatawana
3,Sekolah Tinggi Ilmu Administrasi Kawula Indonesia
0,Sekolah Tinggi Ilmu Ekonomi Nusantara
0,STISIP Pusaka Nusantara
0,Sekolah Tinggi Ilmu Manajemen Kosgoro
33,Sekolah Tinggi Ilmu Ekonomi Jayakarta
68,Sekolah Tinggi Ilmu Ekonomi Bisnis Indonesia
20,Sekolah Tinggi Hukum Indonesia Jakarta
44,Sekolah Tinggi Ilmu Ekonomi Gotong Royong
36,STMIK Swadharma
14,Sekolah Tinggi Manajemen Labora
119,Sekolah Tinggi Ilmu Ekonomi Trisakti
0,Sekolah Tinggi Manajemen Prasetiya Mulya
27,Sekolah Tinggi Manajemen Ipmi
61,Sekolah Tinggi Manajemen Ppm
16,Sekolah Tinggi Penerbangan Aviasi
28,Sekolah Tinggi Ilmu Ekonomi IGI
41,Sekolah Tinggi Ilmu Hukum IBLAM
52,Sekolah Tinggi Ilmu Ekonomi IPWI Jakarta
0,Sekolah Tinggi Manajemen Imni
20,Sekolah Tinggi Ilmu Ekonomi Ganesha
86,Sekolah Tinggi Manajemen Immi
0,Sekolah Tinggi Ilmu Ekonomi Supra
27,STMIK Jayakarta
26,STIE Jakarta International College
0,Sekolah Tinggi Teknik Informatik Benarif Indonesia
3,Sekolah Tinggi Ilmu Ekonomi Widya Jayakarta
12,Sekolah Tinggi Ilmu Manajemen Lpmi
15,Sekolah Tinggi Ilmu Ekonomi Taman Siswa
18,Sekolah Tinggi Ilmu Ekonomi Trianandra
17,STMIK Muhammadiyah Jakarta
4,STKIP Albana
0,Sekolah Tinggi Ilmu Ekonomi Moh Husni Thamrin
9,Sekolah Tinggi Perpajakan Indonesia
19,Sekolah Tinggi Ilmu Ekonomi Dwipa Wacana
33,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Jakarta
14,Sekolah Tinggi Ilmu Ekonomi Dr Moechtar Talib
12,STMIK Satyagama
104,Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta
93,Sekolah Tinggi Teknik Pln
20,Sekolah Tinggi Ilmu Ekonomi Triguna
45,Sekolah Tinggi Ilmu Komunikasi Inter Studi
15,Sekolah Tinggi Ilmu Ekonomi Tunas Nusantara
0,Sekolah Tinggi Ilmu Ekonomi ISM
0,STMIK Bina Mulya
26,Sekolah Tinggi Bahasa Asing LIA Jakarta
142,Sekolah Tinggi Ilmu Komunikasi Lspr
73,Sekolah Tinggi Pariwisata Trisakti
35,STIE Pengembangan Bisnis Dan Manajemen
15,Sekolah Tinggi Bahasa Asing Pertiwi Indonesia
42,Sekolah Tinggi Ilmu Kesehatan Sint Carolus
19,Sekolah Tinggi Ilmu Ekonomi Jayakusuma
16,Sekolah Tinggi Ilmu Ekonomi Kasih Bangsa
28,Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra
0,Sekolah Tinggi Ilmu Administrasi & Sekretari Asmi
0,Sekolah Tinggi Manajemen Yaksi
15,Sekolah Tinggi Ilmu Ekonomi Sailendra
9,Sekolah Tinggi Ilmu Ekonomi Maiji
25,Sekolah Tinggi Ilmu Ekonomi Wiyatamandala
0,STMIK Muhammad Husni Thamrin
12,Sekolah Tinggi Ilmu Ekonomi YPBI
94,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju
0,Sekolah Tinggi Ilmu Ekonomi Wira Bakti
28,STIE Pariwisata Internasional
0,STIAS Bunda Hati Kudus
52,Sekolah Tinggi Pariwisata Sahid
60,Sekolah Tinggi Ilmu Kesehatan Binawan
10,Sekolah Tinggi Teknologi 10 November
10,Sekolah Tinggi Bahasa Asing IEC Jakarta
24,Sekolah Tinggi Ilmu Maritim Ami
3,Sekolah Tinggi Ilmu Kesehatan Pamentas
21,STMIK Widuri
9,Sekolah Tinggi Manajemen Transportasi Malahayati
23,Sekolah Tinggi Ilmu Kesehatan Istara Nusantara
0,STMIK Jibes
22,St Ilmu Komputer Cipta Karya Informatika
11,Sekolah Tinggi Ilmu Komunikasi ITKP
26,Sekolah Tinggi Manajemen Asuransi Trisakti
19,Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia
38,Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia
22,Sekolah Tinggi Ilmu Ekonomi Widya Persada
7,Sekolah Tinggi Ilmu Ekonomi Gandhi
0,STKIP Suluh Bangsa
21,Sekolah Tinggi Teknologi Sapta Taruna
0,STMIK Jakarta Institute Of Technology
19,Sekolah Tinggi Ilmu Komunikasi Indonesia Maju
16,STMIK Mahakarya
247,STMIK Nusa Mandiri Jakarta
0,Sttik Meridian
22,STIKES Kesetiakawanan Sosial Indonesia
59,STIE Indonesia Banking School
19,STIKES Persada Husada Indonesia
31,Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada
0,STIKES Mohammad Husni Thamrin
54,Sekolah Tinggi Ilmu Kesehatan Abdi Nusantara
22,Sekolah Tinggi Teknologi Informasi NIIT
18,Sekolah Tinggi Manajemen Resiko Dan Asuransi
31,Sekolah Tinggi Ilmu Pemerintahan Abdi Negara
12,STIMIK Jayabaya Jakarta
13,Sekolah Tinggi Ilmu Kesehatan Jayakarta
0,STIMIK Supra
0,STMIK Inovasi Sains Teknologi Bisnis
1,STIBA Indonesia LPI
22,Sekolah Tinggi Ilmu Ekonomi Santa Ursula
29,Sekolah Tinggi Desain Interstudi
30,Sekolah Tinggi Pariwisata Pelita Harapan
0,STIE Bakrie School Of Management
17,STMIK Bidakara
25,STIE Unisadhuguna
6,Sekolah Tinggi Internasional Konservatori Musik Indonesia
35,Sekolah Tinggi Ilmu Kesehatan Pertamedika
0,Sekolah Tinggi Fashion IIFI Jakarta
20,Sekolah Tinggi Ilmu Kesehatan Sismadi
1,STKIP Kebangkitan Nasional
32,STIKS Tarakanita
14,Sekolah Tinggi Media Komunikasi Trisakti
54,STMIK Eresha
59,STIE Manajemen Bisnis Indonesia
25,STMIK Islam Internasional
17,Sekolah Tinggi Desain La Salle
32,STIKES Bhakti Pertiwi Indonesia
30,STIKES Kharisma Persada
0,STIE Putera Sampoerna
15,Sekolah Tinggi Ilmu Ekonomi BPKP
0,STIE Prasetiya Mulya
6,Sekolah Tinggi Kepemerintahan dan Kebijakan Publik
18,Sekolah Tinggi Ilmu Manajemen dan Ilmu Komputer ESQ
0,Sekolah Tinggi Musik Basuki Indonesia
8,STIH Indonesia Jentera
35,STIKES Mitra Keluarga 
16,STIH Litigasi
11,Sekolah Tinggi Ilmu Manajemen Saint Mary
3,Akademi Akuntansi Borobudur
0,Akademi Akuntansi Artawiyata Indo-lpi
3,Akademi Akuntansi Jayabaya
0,Akademi Akuntansi Nasional Jakarta
17,Akademi Akuntansi YAI Jakarta
12,Akademi Bahasa Asing Borobudur
0,Akademi Keuangan Dan Perbankan YPK
0,Akademi Keuangan Dan Perbankan LPI
4,Akademi Teknologi Grafika Indonesia Jakarta
22,Akademi Maritim Nasional Jaya
6,Akademi Manajemen Perusahaan Jayabaya
6,Akademi Keuangan Dan Perbankan Borobudur
10,Akademi Perawatan RS PGI Cikini
0,Akademi Sekretaris LPK Tarakanita
12,Akademi Bahasa Asing Nasional Jakarta
10,Akademi Maritim Djadajat
0,Akademi Sekretari Dan Manajemen Purnama
11,Akademi Pariwisata Nasional Jakarta
25,Akademi Pariwisata Indonesia Jakarta
0,Akademi Teknologi Grafika Trisakti
0,Akademi Sekretari Dan Manajemen Saint Mary
0,Akademi Litigasi Indonesia Pengayoman
2,Akademi Seni Rupa Dan Desain ISWI Jakarta
8,Akademi Pariwisata Tridaya
0,Akademi Akuntansi Syafa at Indonesia
0,Akademi Sekretaris ISWI Jakarta
15,AMIK Andalan Jakarta
1,Akademi Bahasa Asing Saint Mary
6,Akademi Perbankan Yuki
6,Akademi Kimia Analis Caraka Nusantara
9,Akademi Bahasa Asing Santa Ursula
11,Akademi Pariwisata Nusantara Jaya
7,Akademi Pariwisata Paramitha Jakarta
14,Akademi Sekretari Budi Luhur 
7,Akademi Sekretari Dan Manajemen Don Bosco
6,Akademi Pariwisata Jakarta International Hotel
6,Akademi Pariwisata Patria Indonesia
477,AMIK BSI Jakarta
10,Akademi Komunikasi Media Radio Dan TV Jakarta
0,Akademi Akuntansi Bentara Indonesia
12,Akademi Televisi Indonesia
4,Akademi Telekomunikasi Indonesia Gemilang
5,Akademi Pariwisata Jakarta
11,Akademi Maritim Pembangunan Jakarta
0,Akademi Pelayaran Niaga Indonesia Jakarta
10,Akademi Pariwisata Pertiwi
4,Akademi Bahasa Asing Prawira Marta Jakarta
0,Akademi Pariwisata Matoa
11,AMIK Mpu Tantular
2,Akademi Pariwisata Gsp Internasional
0,Akademi Manajemen Informatika Dan Komputer Yapri
6,Akademi Pariwisata Saint Mary
10,Akademi Sekretari Interstudi
12,Akademi Sekretari & Manajemen Dharma Budhi Bhakti
145,Akademi Sekretari Dan Manajemen BSI Jakarta
4,Akademi Sekretari Dan Manajemen Pitaloka
9,Akademi Kebidanan Keris Husada
8,Akademi Keperawatan Keris Husada
6,AMIK Laksi-31
12,Akademi Kebidanan Al-Fathonah
0,Akademi Keperawatan Syafaat Indonesia
8,Akademi Sekretari Saint Theresia
11,Akademi Teknik Informatika Tunas Bangsa
0,Akademi Kebidanan Bhakti Pertiwi Indonesia
18,Akademi Teknik Telekomunikasi Sandhy Putra Jakarta
7,Akademi Pariwisata Krisanti Widya Mandiri
10,Akademi Pariwisata Bunda Mulia
11,Akademi Kebidanan Pelita Persada
69,Akademi Bahasa Asing BSI Jakarta
1,Akademi Kebidanan Suluh Bangsa
10,Akademi Kebidanan Kartika Mitra Husada
6,Akademi Kebidanan Sismadi
9,Akademi Kebidanan Widya Karsa Jayakarta
166,Akademi Komunikasi BSI Jakarta
9,Akademi Kebidanan YPDR
7,Akademi Kebidanan Prestasi Agung
8,Akademi Komunikasi SAE Indonesia
8,Akademi Kebidanan Mitra Persahabatan
7,Akademi Kebidanan Yaspen Tugu Ibu
8,Akademi Keperawatan Yayasan Jalan Kimia
0,Akademi Sekretaris Dan Manajemen Laksi-31
6,Akademi Keperawatan Rumah Sakit Jakarta
8,Akademi Keperawatan As-Syafi iyah
9,Akademi Kebidanan Farama Mulya
7,Akademi Keperawatan Hang Tuah Jakarta
11,Akademi Keperawatan Pasar Rebo Jakarta
10,Akademi Keperawatan Yaspen Jakarta
18,Akademi Keperawatan RSP TNI-AU Jakarta
4,Akademi Keperawatan Royhan
6,Akademi Farmasi Hang Tuah Jakarta
7,Akademi Teknik Gigi Hang Tuah Jakarta
11,Akademi Keperawatan Manggala Husada
8,Akademi Keperawatan Berkala Widya Husada
6,Akademi Keperawatan RSU FK-UKI
6,Akademi Keperawatan Harum
0,Akademi Keperawatan Sismadi
16,Akademi Pariwisata Sinar Surya
5,Akademi Perekam Medis Dan Infokes Bhumi Husada
15,Akademi Kesehatan Swakarsa Jakarta
6,Akademi Farmasi Bhumi Husada
7,Akademi Kebidanan Bhinneka Jakarta Satu
8,Akademi Refraksi Optisi Kartika Indera Persada
0,Akademi Kebidanan Jakarta Mitra Sejahtera
8,Akademi Kebidanan Yayasan Rumah Sakit Jakarta
13,Akademi Farmasi Mahadhika
18,Akademi Keperawatan RS Husada
26,Akademi Manajemen Keuangan BSI Jakarta
2,Akademi Audiologi Indonesia Jakarta
6,Akademi Kebidanan Jayakarta Sehat
8,Akademi Terapi Wicara Jakarta
8,Akademi Keperawatan Bina Insan Jakarta
5,Akademi Keperawatan POLRI
9,Akademi Keperawatan Husada Karya Jaya
7,Akademi Kebidanan Kartini Jakarta
3,Akademi Pariwisata Bhakti Nusantara
8,Akademi Keperawatan Fatmawati
0,Akademi Keperawatan Mitra Keluarga Jakarta
0,Akademi Keperawatan UPN Veteran Jakarta
0,Akademi Fisioterapi UPN Veteran Jakarta
6,Akademi Keperawatan Sumber Waras
10,Akademi Kebidanan Budi Kemuliaan
16,Akademi Kebidanan RSPAD Gatot Soebroto
16,Akademi Farmasi IKIFA
12,Akademi Keperawatan Pelni
14,Akademi Keperawatan RSPAD Gatot Subroto
9,Akademi Kesehatan Gigi Ditkesad Jakarta
2,Akademi Keperawatan Andalusia Jakarta
6,Akademi Kesehatan Lingkungan Andalusia
4,Akademi Gizi Andalusia
0,Akademi Keperawatan YPDR
5,Akademi Refraksi Optisi dan Optometry Gapopin
1,Akademi Keperawatan Antariksa
0,Akademi Keperawatan Yayasan Perguruan Djubleg Ranuatmadja
0,Akademi Keperawatan Antariksa Jakarta
7,Akademi Teknik Radiodiagnostik dan Radioterapi Nusantara
1,Akademi Keperawatan Yayasan Dharma Bhakti Jakarta
4,Akademi Fisioterapi Universitas Kristen Indonesia
7,Akademi Refraksi Optisi Leprindo Jakarta
0,Djubleg Ranuatmadja
6,Akademi Keperawatan Andakara
6,Akademi Teknik Elektromedik Andakara
7,Akademi Bakti Kemanusiaan Palang Merah Indonesia
6,Akademi Olahraga Prestasi Nasional
12,Politeknik Bisnis Indonesia
29,Politeknik Swadharma
30,Politeknik Manufaktur Astra
1,Politeknik Bunda Kandung
30,Politeknik Tugu Jakarta
21,Politeknik Trisila Dharma
240,Politeknik LP3I Jakarta
10,Politeknik Global Indonesia
28,Politeknik Karya Husada
0,Akademi Kesehatan Lingkungan Andalusia Jakarta
6,Politeknik Soca
0,Politeknik Orang Tua
0,Politeknik Bentara Citra Bangsa 
0,Politeknik Bisnis dan Pasar Modal
0,Akademi Komunitas Kosmetik Ristra
217,Universitas Ibn Khaldun
413,Universitas Islam Bandung
266,Universitas Islam Nusantara
424,Universitas Pakuan
169,Universitas Islam Syekh Yusuf
381,Universitas Katolik Parahyangan
446,Universitas Kristen Maranatha
570,Universitas Pasundan
361,Universitas Swadaya Gunung Djati
92,Universitas 17 Agustus 1945 Cirebon
93,Universitas Advent Indonesia
0,Universitas Siliwangi
168,Universitas Wiralodra
205,Universitas Langlang Buana
79,Universitas Bandung Raya
0,Universitas Singaperbangsa Karawang
268,Universitas Islam 45
176,Universitas Djuanda
61,Universitas Nusa Bangsa
331,Universitas Jenderal Achmad Yani
97,Universitas Winaya Mukti
256,Universitas Galuh Ciamis
202,Universitas Garut
133,Universitas Nurtanio
93,Universitas Swiss German
335,Universitas Komputer Indonesia
0,Universitas Ars Internasional
158,Universitas Muhammadiyah Cirebon
147,Universitas Suryakancana
108,Universitas Nasional Pasim
147,Universitas Mathla ul Anwar
1700,Universitas Pamulang
280,Universitas Widyatama
41,Universitas Putra Indonesia
67,Universitas Kebangsaan
61,Universitas Al-ghifari
160,Universitas Kuningan
65,Universitas Pramita Indonesia
143,Universitas Muhammadiyah Sukabumi
181,Universitas Presiden
89,Universitas Subang
208,Universitas Majalengka
163,Universitas Sangga Buana
0,Universitas Purwakarta
77,Universitas Informatika Dan Bisnis Indonesia
80,Universitas Wanita Internasional
112,Universitas Bale Bandung
214,Universitas Serang Raya
31,Universitas Teknologi Nusantara Cilegon
409,Universitas Muhammadiyah Tangerang
104,Universitas BSI
72,Universitas Pembangunan Jaya
98,Universitas Nahdlatul Ulama Cirebon
78,Universitas Banten Jaya
66,Universitas Surya Bogor
760,Universitas Telkom
87,Universitas Lintas Internasional Indonesia
57,Universitas Islam Al-Ihya Kuningan
174,Universitas Buddhi Dharma
95,Universitas Muhammadiyah Tasikmalaya
102,Universitas Buana Perjuangan Karawang
52,Universitas Perjuangan Tasikmalaya
52,Universitas Muhammadiyah Bandung
143,Universitas Bina Bangsa
46,Institut Manajemen Koperasi Indonesia
287,Institut Teknologi Nasional Bandung
92,Institut Teknologi Sains Bandung
47,Institut Teknologi Harapan Bangsa
0,Institut Teknologi Telkom
0,Institut Manajemen Telkom
15,Institut Bisnis Muhammadiyah Bekasi
18,Institut Manajemen Wiyata Indonesia
219,Institut Keguruan dan Ilmu Pendidikan Siliwangi
90,Institut Pendidikan Indonesia Garut
30,Sekolah Tinggi Hukum Bandung
14,Sekolah Tinggi Hukum Galunggung
8,Sekolah Tinggi Hukum Pasundan
7,Sekolah Tinggi Ilmu Administrasi Maulana Yusuf
26,Sekolah Tinggi Ilmu Administrasi YPPT Tasikmalaya
26,Sekolah Tinggi Ilmu Ekonomi Tridharma
106,STKIP Sebelas April
42,Sekolah Tinggi Ilmu Ekonomi Indonesia Membangun (Inaba)
98,Sekolah Tinggi Ilmu Ekonomi Ekuitas
65,Sekolah Tinggi Ilmu Ekonomi Pertiwi
28,Sekolah Tinggi Ilmu Ekonomi STEMBI
21,STMIK Mardira Indonesia
19,Sekolah Tinggi Teknologi Yupentek
11,Sekolah Tinggi Hukum Garut
0,STKIP Garut
36,Sekolah Tinggi Ilmu Administrasi Menara Siswa
119,STKIP Pasundan
40,Sekolah Tinggi Bahasa Asing Yapari
36,STKIP PGRI Sukabumi
20,Sekolah Tinggi Sains Dan Teknologi Indonesia
55,Sekolah Tinggi Teknologi Mandala
0,STKIP Siliwangi
12,Sekolah Tinggi Ilmu Administrasi Bagasasi
47,Sekolah Tinggi Ilmu Ekonomi Pasundan
31,Sekolah Tinggi Teknologi Bina Tunggal
12,Sekolah Tinggi Ilmu Komunikasi Bandung
16,Sekolah Tinggi Pertanian Jawa Barat
0,Sekolah Tinggi Teknologi Indonesia
13,Sekolah Tinggi Teknologi Mineral Indonesia
13,Sekolah Tinggi Teknologi Cirebon
38,Sekolah Tinggi Teknologi Garut
0,STISI Bandung
22,Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI
6,Sekolah Tinggi Matematika & Ilmu Pengetahuan Alam
47,Sekolah Tinggi Teknologi Bandung
21,Sekolah Tinggi Ilmu Ekonomi Binaniaga
18,STMIK Bandung
48,Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro
0,Sekolah Tinggi Manajemen Bisnis Telkom
0,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Tangerang
0,Sekolah Tinggi Teknologi YBS Internasional
46,STMIK Likmi
37,Sekolah Tinggi Ilmu Bahasa Banten Raya
24,STMIK IM
39,Sekolah Tinggi Ilmu Ekonomi Yasa Anggana
27,Sekolah Tinggi Ilmu Ekonomi Triguna
6,Sekolah Tinggi Pariwisata Ars Internasional
14,Sekolah Tinggi Desain Indonesia Bandung
42,Sekolah Tinggi Ilmu Ekonomi Sebelas April
10,Sekolah Tinggi Ilmu Ekonomi Penguji Sukabumi
0,Sekolah Tinggi Ilmu Ekonomi Budhi Tangerang
47,Sekolah Tinggi Ilmu Ekonomi PGRI Sukabumi
19,STISIP Yupentek Tangerang
25,STMIK Jabar
15,Sekolah Tinggi Ilmu Ekonomi Miftahul Huda Subang
14,Sekolah Tinggi Ilmu Ekonomi Mulia Pratama
18,Sekolah Tinggi Ilmu Administrasi Sebelas April
18,Sekolah Tinggi Teknologi Mutu Muhammadiyah
12,Sekolah Tinggi Ilmu Ekonomi YP-Karya
28,Sekolah Tinggi Ilmu Ekonomi Cirebon
32,Sekolah Tinggi Ilmu Ekonomi Tri Bhakti
85,Sekolah Tinggi Ilmu Ekonomi Kesatuan
7,Sekolah Tinggi Teknologi Cipasung
0,STMIK Serang
0,STMIK Budhi
31,STISIP Widyapuri Mandiri
34,STMIK Tulus Cendekia
32,STMIK Mikar
7,Sekolah Tinggi Ilmu Hukum Gunung Jati
24,Sekolah Tinggi Teknologi Texmaco
49,STMIK Bani Saleh
34,STMIK Pranata Indonesia
10,STISIP Tasikmalaya
46,STKIP Arrahmaniyah
0,STMIK Banten Jaya
32,Sekolah Tinggi Teknologi Jawa Barat
19,Sekolah Tinggi Ilmu Ekonomi Yasmi
59,Sekolah Tinggi Farmasi Bandung
12,STMIK DCI
14,Sekolah Tinggi Ilmu Ekonomi Sutaatmadja
35,Sekolah Tinggi Manajemen Informatika dan Komputer CIC
